---------------------------  data, labels -------------------------
['1408' '73' '129' '809']1
['671' '453' '27' '1655']1
['1006' '209' '85' '686']1
['336' '294' '268' '1846']1
['1943' '1146' '147' '1846']1
['314' '417' '129' '1579']1
['314' '219' '129' '254']1
['407' '2223' '79' '1009']1
['946' '580' '5' '1787']1
['1008' '1047' '129' '1846']1
['336' '185' '147' '819']1
['1943' '379' '1610' '646']1
['287' '681' '183' '1846']1
['1356' '1027' '502' '1758']1
['1985' '722' '122' '1429']1
['1640' '1556' '268' '1846']1
['1819' '344' '265' '1661']1
['1047' '1212' '268' '1846']1
['1969' '1976' '1614' '1535']1
['1262' '1940' '265' '1103']1
['1341' '955' '266' '287']1
['1310' '2027' '134' '1815']1
['1466' '1174' '265' '1618']1
['1150' '161' '320' '1702']1
['200' '114' '26' '834']1
['1720' '354' '142' '1702']1
['1784' '1654' '139' '1309']1
['1784' '397' '193' '1567']1
['162' '1459' '507' '1207']1
['292' '68' '1396' '47']1
['1784' '2287' '265' '600']1
['1784' '1281' '268' '1846']1
['1414' '1752' '1609' '1562']1
['1654' '1255' '41' '162']1
['1162' '1359' '280' '858']1
['1214' '2299' '265' '767']1
['1281' '1604' '273' '1846']1
['1791' '1839' '79' '1916']1
['1806' '423' '79' '408']1
['435' '1854' '105' '202']1
['200' '114' '122' '1539']1
['287' '1613' '264' '1172']1
['1994' '1057' '323' '558']1
['0' '1668' '406' '47']1
['1310' '2150' '129' '966']1
['344' '329' '375' '1707']1
['1310' '1616' '129' '1434']1
['1281' '2379' '21' '109']1
['344' '117' '314' '1718']1
['328' '1869' '23' '111']1
['1093' '2105' '16' '70']1
['1784' '489' '139' '543']1
['1783' '2064' '147' '1388']1
['1784' '36' '265' '761']1
['1310' '1541' '319' '441']1
['881' '2360' '139' '1171']1
['1823' '1259' '299' '192']1
['1784' '1086' '147' '1846']1
['1784' '1488' '502' '1207']1
['308' '1212' '265' '1076']1
['653' '2133' '16' '834']1
['1749' '2131' '271' '1862']1
['1801' '969' '265' '1056']1
['407' '561' '299' '831']1
['1625' '894' '1610' '135']1
['1784' '652' '257' '1429']1
['1317' '146' '257' '677']1
['203' '2208' '79' '1854']1
['1784' '2379' '139' '691']1
['1090' '2205' '90' '327']1
['287' '397' '139' '1151']1
['1047' '315' '129' '966']1
['1095' '1526' '268' '946']1
['1784' '2048' '16' '1710']1
['1819' '241' '265' '1177']1
['423' '1096' '129' '809']1
['1310' '1395' '257' '1749']1
['1095' '1523' '129' '1839']1
['1934' '1460' '257' '562']1
['403' '667' '39' '834']1
['1298' '1361' '79' '1157']1
['674' '616' '23' '1702']1
['1414' '2012' '6' '148']1
['1040' '1608' '265' '1836']1
['1310' '1515' '1160' '834']1
['317' '493' '322' '1447']1
['1332' '2296' '39' '948']1
['1310' '97' '299' '827']1
['1466' '2246' '139' '971']1
['386' '2131' '271' '1864']1
['1281' '1744' '406' '109']1
['386' '1502' '267' '52']1
['287' '1698' '502' '244']1
['1558' '2003' '39' '1702']1
['1865' '844' '142' '148']1
['55' '146' '122' '809']1
['1889' '2037' '271' '809']1
['1310' '93' '307' '858']1
['914' '790' '98' '809']1
['1654' '1255' '41' '162']1
['1192' '648' '142' '1702']1
['287' '1790' '11' '1846']1
['471' '2097' '375' '1423']1
['1408' '73' '129' '809']1
['1731' '1963' '265' '1717']1
['287' '1985' '375' '1701']1
['1338' '1348' '139' '159']1
['1310' '654' '265' '429']1
['287' '1338' '305' '97']1
['498' '600' '18' '828']1
['1784' '2209' '267' '139']1
['287' '1942' '141' '1916']1
['810' '1492' '222' '213']1
['386' '1860' '139' '831']1
['45' '1937' '375' '1862']1
['287' '1575' '264' '1853']1
['1846' '1612' '12' '202']1
['1958' '1372' '257' '619']1
['1742' '1338' '141' '178']1
['1994' '2086' '122' '776']1
['598' '1947' '265' '388']1
['1819' '161' '139' '1447']1
['336' '239' '129' '1890']1
['1801' '1599' '264' '1321']1
['1310' '1100' '253' '1854']1
['1994' '1362' '604' '1702']1
['407' '1869' '265' '1878']1
['1784' '1599' '169' '1168']1
['1029' '263' '129' '1005']1
['49' '1204' '129' '1302']1
['1905' '252' '265' '413']1
['1008' '1070' '16' '1710']1
['1992' '1043' '39' '162']1
['1996' '870' '322' '192']1
['287' '662' '122' '1672']1
['1803' '648' '129' '1903']1
['407' '150' '141' '178']1
['1996' '949' '265' '1062']1
['55' '73' '265' '208']1
['1785' '1510' '240' '1701']1
['1781' '1097' '278' '167']1
['1498' '1370' '139' '1641']1
['1988' '554' '168' '616']1
['986' '1807' '265' '1661']1
['336' '799' '271' '1749']1
['287' '2011' '122' '1422']1
['1095' '1523' '129' '1839']1
['1855' '1372' '906' '214']1
['1784' '1940' '39' '1707']1
['1966' '1195' '129' '1378']1
['1214' '2299' '265' '767']1
['1929' '1541' '129' '1846']1
['1725' '314' '314' '1652']1
['1769' '2196' '134' '1397']1
['349' '2375' '139' '1749']1
['1245' '1785' '129' '809']1
['571' '1164' '262' '809']1
['1256' '832' '1' '1056']1
['287' '1757' '146' '948']1
['1660' '712' '1800' '1557']1
['1335' '681' '265' '1197']1
['1567' '848' '321' '433']1
['1736' '792' '265' '1144']1
['499' '1105' '242' '1168']1
['1819' '1096' '147' '1143']1
['1179' '2393' '202' '1854']1
['1781' '1097' '278' '167']1
['1994' '1057' '323' '558']1
['763' '1854' '268' '1846']1
['1095' '1400' '147' '1037']1
['407' '660' '322' '1447']1
['386' '219' '906' '1143']1
['1562' '43' '36' '1891']1
['1008' '2293' '116' '1068']1
['1797' '1795' '39' '1866']1
['1819' '1361' '139' '1018']1
['55' '146' '122' '809']1
['1241' '1372' '1151' '840']1
['1240' '956' '16' '1718']1
['1943' '1375' '321' '1718']1
['791' '146' '129' '1442']1
['287' '1783' '32' '250']1
['1466' '697' '106' '1702']1
['205' '167' '122' '1767']1
['1994' '722' '39' '202']1
['1331' '1940' '268' '192']1
['1574' '1916' '122' '446']1
['1452' '1123' '322' '831']1
['903' '558' '110' '1702']1
['1784' '1619' '406' '97']1
['696' '2386' '180' '1743']1
['646' '1399' '191' '1702']1
['1335' '1776' '129' '1434']1
['336' '799' '271' '1749']1
['1661' '1882' '122' '245']1
['407' '2176' '39' '1702']1
['1736' '302' '812' '1707']1
['1784' '610' '70' '1189']1
['881' '2145' '79' '1854']1
['1905' '252' '265' '413']1
['1008' '917' '502' '948']1
['1994' '722' '39' '202']1
['442' '846' '6' '1701']1
['1783' '1620' '129' '1749']1
['1138' '2129' '268' '1864']1
['1236' '790' '267' '834']1
['1140' '1832' '39' '1707']1
['415' '230' '274' '1876']1
['287' '1620' '139' '335']1
['423' '1096' '129' '809']1
['754' '572' '162' '52']1
['1784' '320' '305' '1702']1
['1675' '822' '287' '155']1
['287' '559' '45' '948']1
['1008' '442' '21' '97']1
['1996' '1671' '265' '843']1
['374' '2140' '1739' '781']1
['322' '1480' '294' '1916']1
['200' '114' '26' '834']1
['1784' '610' '70' '1189']1
['1784' '1619' '312' '1916']1
['1784' '617' '271' '253']1
['1994' '722' '137' '409']1
['1205' '1212' '234' '1846']1
['1310' '702' '147' '1846']1
['1743' '990' '129' '213']1
['344' '241' '268' '946']1
['499' '1105' '242' '1168']1
['988' '1491' '129' '1337']1
['1095' '1526' '268' '946']1
['1427' '809' '129' '966']1
['1797' '1795' '39' '1866']1
['369' '2326' '406' '97']1
['1943' '1375' '321' '1718']1
['557' '845' '16' '1707']1
['344' '1256' '375' '97']1
['1204' '654' '305' '1710']1
['1891' '1212' '249' '325']1
['937' '815' '158' '213']1
['1784' '1594' '21' '1916']1
['1969' '142' '113' '1911']1
['1819' '146' '1618' '1388']1
['1758' '1839' '39' '948']1
['1310' '1929' '375' '1709']1
['1237' '1607' '129' '1846']1
['1776' '1397' '299' '1491']1
['1466' '1174' '265' '1618']1
['344' '1239' '191' '1726']1
['1999' '1510' '139' '342']1
['429' '1437' '60' '408']1
['1784' '489' '139' '543']1
['475' '2160' '1009' '1530']1
['336' '185' '147' '819']1
['1047' '2122' '139' '1178']1
['1721' '175' '303' '1676']1
['783' '2246' '265' '229']1
['1381' '1839' '406' '97']1
['1801' '1770' '265' '1272']1
['336' '1121' '267' '834']1
['1994' '1362' '604' '1702']1
['1008' '845' '147' '1473']1
['356' '284' '39' '157']1
['159' '83' '299' '971']1
['198' '1880' '265' '584']1
['1095' '1526' '141' '52']1
['1584' '1948' '139' '1447']1
['1203' '1882' '322' '1715']1
['1245' '1785' '129' '809']1
['1310' '728' '129' '809']1
['1959' '338' '129' '353']1
['981' '1989' '322' '1503']1
['1292' '2024' '23' '698']1
['499' '1105' '242' '1168']1
['1687' '581' '186' '893']1
['946' '1585' '271' '1085']1
['1008' '2156' '96' '1702']1
['106' '726' '129' '783']1
['1784' '2311' '129' '1846']1
['1164' '801' '139' '831']1
['1023' '1503' '16' '948']1
['1588' '1731' '932' '1109']1
['1245' '1785' '129' '809']1
['205' '167' '12' '244']1
['287' '84' '906' '1085']1
['293' '1011' '182' '1177']1
['1252' '1501' '322' '1289']1
['594' '1515' '306' '834']1
['1801' '235' '906' '1434']1
['309' '656' '265' '1907']1
['1292' '1366' '10' '873']1
['1040' '1608' '265' '1836']1
['1819' '146' '502' '858']1
['1801' '1599' '264' '1321']1
['498' '161' '187' '1703']1
['1716' '2072' '147' '1037']1
['1801' '2097' '106' '1702']1
['1784' '1845' '375' '1157']1
['594' '1515' '306' '834']1
['1887' '645' '39' '1854']1
['559' '1896' '273' '1458']1
['1994' '749' '1367' '47']1
['1456' '1553' '375' '213']1
['682' '1212' '39' '1702']1
['1819' '14' '39' '1056']1
['1612' '1920' '265' '1480']1
['336' '294' '268' '1846']1
['671' '453' '27' '1655']1
['1125' '2331' '21' '1916']1
['1955' '1514' '375' '834']1
['713' '375' '146' '948']1
['192' '1592' '110' '1892']1
['1310' '9' '305' '97']1
['1784' '30' '253' '1854']1
['336' '294' '322' '1774']1
['783' '1998' '39' '97']1
['1780' '1096' '265' '78']1
['1929' '1795' '268' '383']1
['81' '47' '267' '202']1
['1310' '238' '129' '619']1
['317' '241' '266' '193']1
['810' '1492' '222' '213']1
['1784' '2379' '8' '167']1
['1929' '422' '265' '513']1
['1023' '1503' '16' '948']1
['1615' '691' '96' '1702']1
['1654' '585' '147' '1885']1
['386' '1860' '139' '831']1
['1784' '1249' '139' '1896']1
['1784' '610' '70' '1189']1
['1784' '1688' '271' '253']1
['419' '1096' '2' '109']1
['666' '882' '311' '538']1
['1008' '845' '147' '1473']1
['1819' '1129' '142' '1702']1
['1008' '2156' '96' '1702']1
['1819' '654' '120' '483']1
['1792' '336' '41' '1702']1
['1594' '239' '80' '1718']1
['1100' '2228' '257' '1614']1
['1784' '89' '302' '1861']1
['1785' '1648' '243' '834']1
['287' '1222' '3' '1702']1
['1937' '2068' '147' '757']1
['1416' '229' '195' '252']1
['344' '1931' '122' '1400']1
['907' '1478' '264' '952']1
['713' '375' '146' '948']1
['1140' '1832' '39' '1707']1
['1047' '2185' '302' '893']1
['287' '397' '139' '1151']1
['1691' '224' '265' '1272']1
['863' '2250' '242' '766']1
['1784' '2311' '375' '52']1
['727' '176' '26' '834']1
['1819' '1361' '139' '1018']1
['1654' '585' '147' '1885']1
['1163' '1566' '265' '1817']1
['1654' '531' '129' '1846']1
['1281' '1604' '273' '1846']1
['1390' '2238' '84' '946']1
['1212' '1071' '293' '514']1
['791' '146' '129' '1442']1
['1569' '1477' '257' '1539']1
['322' '2145' '906' '1434']1
['386' '1258' '39' '903']1
['981' '2134' '265' '149']1
['603' '2016' '39' '1702']1
['1284' '145' '39' '1702']1
['1784' '2331' '129' '946']1
['1943' '2394' '1739' '1027']1
['465' '726' '267' '96']1
['1784' '676' '39' '1718']1
['55' '146' '122' '809']1
['884' '2191' '23' '1177']1
['1784' '2209' '267' '139']1
['287' '1614' '502' '1651']1
['1784' '921' '67' '834']1
['1390' '2238' '84' '946']1
['659' '1503' '77' '1212']1
['1780' '1096' '265' '78']1
['498' '2393' '1795' '1876']1
['1993' '1083' '147' '1846']1
['1784' '1360' '39' '1868']1
['560' '2142' '16' '1702']1
['1562' '43' '36' '1891']1
['287' '1746' '39' '1916']1
['935' '1795' '147' '946']1
['1310' '121' '139' '358']1
['861' '2168' '1' '843']1
['1150' '1271' '1610' '1878']1
['1784' '1619' '312' '1916']1
['287' '134' '139' '831']1
['287' '1614' '502' '1651']1
['785' '1245' '267' '97']1
['55' '164' '299' '192']1
['1781' '2147' '375' '327']1
['1784' '1334' '139' '562']1
['1310' '219' '129' '1846']1
['287' '745' '96' '893']1
['1047' '773' '1491' '1701']1
['1819' '654' '120' '483']1
['1400' '909' '265' '551']1
['1310' '811' '265' '1887']1
['884' '1314' '39' '1175']1
['1317' '923' '39' '1702']1
['603' '2016' '39' '1702']1
['407' '561' '299' '831']1
['722' '248' '16' '213']1
['1784' '1887' '265' '1102']1
['344' '1931' '122' '1400']1
['946' '120' '265' '723']1
['1292' '289' '300' '893']1
['369' '2393' '322' '192']1
['1597' '1950' '268' '1846']1
['124' '234' '142' '1500']1
['1047' '2185' '302' '893']1
['1355' '589' '106' '1702']1
['1943' '2394' '271' '1781']1
['1819' '249' '265' '1056']1
['1310' '1100' '253' '1854']1
['1936' '1582' '1008' '946']1
['1784' '2020' '129' '809']1
['1819' '1800' '39' '97']1
['1784' '617' '271' '253']1
['407' '2176' '319' '1707']1
['1375' '845' '257' '1835']1
['55' '73' '265' '208']1
['1783' '1467' '234' '562']1
['1594' '239' '80' '1718']1
['1433' '2173' '139' '1447']1
['653' '2133' '16' '834']1
['287' '1242' '169' '1168']1
['1338' '2189' '134' '693']1
['808' '2192' '1008' '1846']1
['1784' '36' '265' '761']1
['1008' '880' '280' '858']1
['1095' '617' '271' '538']1
['369' '1224' '39' '1866']1
['1819' '1839' '257' '1614']1
['1310' '372' '39' '1262']1
['1758' '1839' '39' '948']1
['1047' '2185' '302' '893']1
['287' '1668' '139' '1662']1
['975' '1369' '129' '1579']1
['1823' '859' '298' '834']1
['1996' '489' '139' '130']1
['1095' '2347' '265' '89']1
['658' '165' '147' '1452']1
['1414' '925' '502' '202']1
['121' '1368' '265' '89']1
['465' '726' '267' '96']1
['287' '1620' '139' '335']1
['287' '1620' '139' '335']1
['1029' '263' '129' '1005']1
['134' '26' '147' '1846']1
['1323' '1982' '147' '1067']1
['1122' '1882' '146' '1702']1
['322' '2145' '906' '1434']1
['1468' '1393' '129' '446']1
['1474' '979' '502' '1707']1
['1784' '261' '273' '1229']1
['1691' '224' '265' '1272']1
['1241' '1169' '129' '809']1
['344' '1677' '1056' '1068']1
['1961' '1728' '147' '946']1
['1335' '1776' '129' '1434']1
['557' '845' '16' '1707']1
['76' '1545' '375' '908']1
['1661' '1882' '122' '245']1
['1784' '1311' '257' '1684']1
['1819' '641' '265' '1547']1
['1667' '1958' '244' '249']1
['1282' '1474' '190' '1168']1
['1110' '744' '1' '1101']1
['1784' '2298' '170' '40']1
['124' '234' '142' '1500']1
['1310' '570' '268' '946']1
['386' '145' '134' '646']1
['1437' '1810' '139' '831']1
['1996' '120' '299' '831']1
['1310' '2150' '129' '966']1
['1784' '845' '322' '446']1
['716' '2393' '322' '1842']1
['848' '963' '265' '1056']1
['1784' '1412' '39' '619']1
['1008' '880' '267' '334']1
['317' '942' '406' '97']1
['384' '419' '285' '1496']1
['1356' '1027' '502' '1758']1
['1740' '2210' '267' '1707']1
['1790' '2237' '85' '1056']1
['1163' '1566' '265' '1817']1
['1273' '2224' '122' '1594']1
['429' '1437' '139' '1491']1
['1114' '1096' '129' '1549']1
['1784' '2020' '129' '809']1
['1262' '1940' '265' '1103']1
['1784' '1191' '139' '336']1
['907' '1478' '264' '952']1
['1155' '2038' '321' '834']1
['763' '2038' '129' '1846']1
['1034' '589' '265' '1056']1
['1530' '801' '375' '834']1
['344' '645' '147' '1124']1
['373' '1096' '106' '162']1
['946' '925' '502' '834']1
['1316' '211' '106' '1160']1
['791' '146' '129' '1442']1
['1161' '1787' '305' '1702']1
['1994' '1057' '323' '558']1
['1310' '1397' '257' '1422']1
['1429' '68' '129' '946']1
['1184' '2263' '21' '1743']1
['344' '1335' '129' '1037']1
['1122' '1882' '146' '1702']1
['410' '845' '267' '1702']1
['287' '1222' '3' '1702']1
['1280' '287' '264' '1917']1
['287' '1668' '139' '1662']1
['1310' '1096' '269' '52']1
['948' '717' '139' '1846']1
['763' '1854' '268' '1846']1
['287' '611' '21' '1743']1
['139' '141' '265' '310']1
['322' '174' '303' '946']1
['1819' '1425' '1008' '1846']1
['322' '1616' '320' '1702']1
['1281' '1744' '406' '109']1
['983' '2318' '280' '1718']1
['1587' '1096' '502' '1916']1
['1262' '1940' '265' '1103']1
['287' '1985' '375' '1701']1
['1243' '2376' '134' '1129']1
['881' '417' '251' '158']1
['777' '1450' '1175' '1080']1
['0' '1620' '906' '1434']1
['107' '815' '257' '213']1
['914' '46' '129' '1903']1
['1310' '1653' '260' '1919']1
['1192' '648' '142' '1702']1
['1819' '854' '21' '717']1
['1996' '831' '10' '849']1
['1288' '1153' '1618' '192']1
['745' '417' '126' '1916']1
['1310' '1096' '269' '52']1
['1071' '1079' '266' '1568']1
['605' '1125' '988' '1702']1
['1008' '1026' '43' '167']1
['1324' '32' '64' '1846']1
['946' '1206' '273' '1012']1
['108' '384' '1798' '52']1
['1310' '570' '268' '946']1
['1257' '2167' '303' '583']1
['287' '1104' '129' '809']1
['407' '2176' '39' '1702']1
['62' '60' '21' '834']1
['658' '165' '273' '367']1
['1365' '1015' '267' '834']1
['1310' '1755' '129' '987']1
['1994' '275' '1801' '335']1
['1784' '36' '265' '761']1
['581' '638' '129' '1609']1
['1310' '993' '129' '809']1
['1587' '1096' '502' '1916']1
['287' '468' '139' '1846']1
['1381' '1839' '406' '97']1
['287' '1334' '186' '52']1
['1994' '1007' '257' '921']1
['1819' '241' '265' '1177']1
['1797' '1795' '39' '1866']1
['1029' '263' '129' '1005']1
['763' '2038' '129' '1846']1
['429' '1437' '60' '408']1
['1996' '1021' '312' '1707']1
['608' '2213' '129' '809']1
['1310' '2396' '76' '948']1
['1498' '1370' '139' '1641']1
['379' '2145' '96' '858']1
['856' '1596' '265' '919']1
['1929' '543' '1' '229']1
['696' '2386' '180' '1743']1
['555' '1196' '139' '449']1
['287' '611' '21' '1743']1
['1994' '1768' '906' '205']1
['1758' '1864' '60' '153']1
['379' '255' '502' '1916']1
['379' '1670' '1618' '1889']1
['945' '1365' '199' '742']1
['344' '1239' '191' '1726']1
['1215' '240' '1609' '946']1
['1780' '1096' '265' '78']1
['1008' '1047' '257' '1876']1
['1008' '916' '129' '1051']1
['744' '1521' '137' '335']1
['293' '1011' '182' '1177']1
['1058' '621' '265' '1530']1
['1891' '1212' '249' '325']1
['1252' '1501' '322' '1289']1
['1466' '1624' '267' '52']1
['1324' '32' '64' '1846']1
['322' '592' '265' '1281']1
['344' '1335' '129' '1037']1
['1421' '1543' '39' '908']1
['1845' '1096' '134' '645']1
['1994' '749' '1367' '47']1
['1310' '1561' '144' '1702']1
['540' '894' '265' '698']1
['1006' '527' '314' '1718']1
['1008' '442' '21' '97']1
['336' '239' '39' '52']1
['1203' '1882' '322' '1715']1
['559' '1896' '273' '1458']1
['1477' '1212' '502' '834']1
['407' '660' '322' '1447']1
['1929' '68' '921' '834']1
['1338' '325' '188' '1702']1
['734' '534' '273' '141']1
['287' '397' '21' '1743']1
['336' '286' '265' '1056']1
['1182' '2146' '305' '834']1
['1784' '394' '129' '1119']1
['1691' '224' '265' '1272']1
['497' '1997' '502' '834']1
['1966' '1197' '122' '1862']1
['155' '1390' '1396' '1702']1
['1819' '1839' '139' '1846']1
['1558' '2003' '39' '1702']1
['1911' '1860' '265' '1817']1
['1341' '1409' '299' '192']1
['594' '1658' '310' '1911']1
['1326' '1083' '147' '1846']1
['1292' '289' '300' '893']1
['1730' '1064' '271' '1864']1
['162' '1459' '1396' '105']1
['1784' '1334' '139' '562']1
['1310' '372' '39' '1262']1
['1400' '909' '265' '551']1
['1316' '211' '106' '1160']1
['1260' '2211' '129' '1911']1
['678' '2145' '147' '1846']1
['1310' '1081' '16' '1718']1
['1785' '1078' '23' '1702']1
['1877' '2375' '147' '946']1
['1996' '870' '322' '192']1
['287' '745' '96' '202']1
['1969' '142' '113' '1911']1
['1797' '1795' '39' '1866']1
['1784' '2300' '141' '1149']1
['331' '1882' '257' '1629']1
['1781' '1097' '278' '167']1
['287' '397' '257' '969']1
['1616' '1098' '147' '946']1
['1934' '1460' '257' '562']1
['1150' '2145' '147' '946']1
['713' '1503' '263' '872']1
['88' '1814' '257' '1434']1
['1819' '544' '257' '1429']1
['1781' '1361' '134' '1902']1
['1090' '733' '142' '1702']1
['986' '1131' '268' '409']1
['783' '2246' '265' '229']1
['1799' '1265' '257' '1429']1
['1784' '845' '4' '1702']1
['1886' '1477' '271' '148']1
['1784' '1940' '23' '698']1
['1236' '790' '267' '834']1
['200' '114' '1' '1035']1
['1310' '52' '98' '903']1
['1310' '463' '305' '97']1
['1355' '2150' '129' '1846']1
['763' '1854' '268' '1846']1
['1558' '2003' '39' '1702']1
['1816' '1562' '1178' '1707']1
['754' '572' '162' '52']1
['1310' '93' '307' '858']1
['654' '2233' '906' '326']1
['1310' '2396' '76' '948']1
['1310' '93' '307' '858']1
['196' '1498' '1396' '1702']1
['1569' '1477' '257' '1539']1
['1959' '1718' '1192' '1703']1
['1310' '1755' '129' '987']1
['654' '406' '265' '78']1
['386' '1502' '139' '831']1
['1994' '1526' '302' '834']1
['1955' '1845' '147' '515']1
['102' '1590' '202' '1288']1
['1929' '2355' '147' '809']1
['1823' '1428' '1610' '1326']1
['1310' '2150' '129' '966']1
['1008' '1438' '406' '97']1
['1784' '2174' '264' '1911']1
['1379' '843' '106' '162']1
['1819' '1839' '257' '1614']1
